feature_id,name,roles,stability,rationale,evidence_ids
outer_001_feature_252,periventricular_signal_abnormality,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_253,phospho_met_status,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_254,pi3k_pathway_activation,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_255,pituitary_gland_enhancement,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_256,pituitary_gland_signal,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_257,pituitary_gland_size,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_258,platelet_count,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_259,pleural_effusion,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_260,pneumonia_diagnosis,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_261,posterior_fossa_enhancement,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_262,posterior_fossa_mass_effect,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_263,previous_radiation_therapy,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_264,primary_tumor_location,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_265,primary_tumor_morphology,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_266,primary_tumor_size,,mixed,Modifier rank 20 exceeds the training-selected prefix of 8. Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_267,prior_platinum_chemotherapy,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_268,prior_treatment_regimen,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_269,pro_ctcae_pain_severity,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_270,progressive_exertional_symptoms,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_271,proton_pump_inhibitor_use,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_272,psychiatric_symptom_presence,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_273,pulmonary_condition,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_274,pulmonary_function_test_status,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_275,pulmonary_lesion_presence,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_276,pulmonary_nodules_presence,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_277,pupil_reactivity,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_278,qlq_c30_physical_function,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_279,qlq_c30_role_function,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_280,radiation_therapy_history,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_281,radiation_therapy_session_count,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_282,radiosurgery_history,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_283,range_of_motion_touch_toes,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_284,rash_presence,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_285,rash_pruritus_presence,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_286,renal_function_status,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_287,respiratory_rate,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_288,restricted_diffusion_on_dwi_adc,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_289,ret_rearrangement_status,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_290,retroperitoneal_lymphadenopathy_presence,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_291,ros1_mutation_status,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_292,ros1_rearrangement_status,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_293,rsv_infection_status,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_294,scapular_metastasis,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_295,serum_albumin,effect_modifier,consistent,Very strong evidence in R-learner and CF; critical marker of nutritional status.,multi:outer_001_feature_295:causal_forest:effect;multi:outer_001_feature_295:univariable_rlearner:effect
outer_001_feature_296,serum_bicarbonate,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_297,serum_calcium,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_298,serum_chloride,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_299,serum_creatinine,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_300,serum_potassium,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_301,serum_sodium,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_302,sex,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_303,skeletal_compression_fracture,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_304,skull_base_lytic_sclerotic_lesions,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_305,smoking_abstinence_date,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_306,smoking_cessation_duration,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_307,smoking_status,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_308,stk11_mutation_status,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_309,subdural_hemorrhage,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_310,sulci_and_cisterns_appearance,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_311,surgical_margin_status,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_312,surgical_procedure,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_313,systolic_blood_pressure,confounder,consistent,Strong cardiovascular proxy; extremely high support across all modeling families for T and Y.,multi:outer_001_feature_313:predictive_forest:outcome;multi:outer_001_feature_313:predictive_forest:treatment;multi:outer_001_feature_313:univariable:outcome;multi:outer_001_feature_313:univariable:treatment
outer_001_feature_314,t_stage,,consistent,Modifier rank 24 exceeds the training-selected prefix of 8. Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_315,targeted_therapy_use,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_316,test_ngs_performed,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_317,thyromegaly_presence,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_318,tiotropium_use,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_319,tissue_thickening,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_320,tki_therapy_use,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_321,tobacco_smoking_history,confounder,consistent,"Cumulative tobacco exposure; strong, consistent evidence for confounding.",multi:outer_001_feature_321:predictive_forest:outcome;multi:outer_001_feature_321:predictive_forest:treatment;multi:outer_001_feature_321:univariable:outcome;multi:outer_001_feature_321:univariable:treatment
outer_001_feature_322,total_bilirubin,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_323,tp53_mutation_status,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_324,tp53_r273h_mutation_status,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_325,tps_score,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_326,transependymal_flow,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_327,treatment_cycle_frequency,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_328,treatment_goals,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_329,treatment_response,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_330,ttf1_expression,,consistent,Modifier rank 28 exceeds the training-selected prefix of 8. Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_331,tumor_cell_presence,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_332,tumor_differentiation,,consistent,Modifier rank 29 exceeds the training-selected prefix of 8. Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_333,tumor_invasion,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_334,tumor_mutational_burden,,consistent,Modifier rank 30 exceeds the training-selected prefix of 8. Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_335,ulceration,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_336,unintended_weight_change,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_337,variant_allele_frequency,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_338,vasogenic_edema_presence,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_339,ventricular_edema,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_340,ventricular_hemorrhage,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_341,ventricular_size,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_342,vertebral_metastasis_presence,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_343,vinorelbine_administered,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_344,visual_field_deficit,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_345,vitamin_deficiency_anemia,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_346,vitamin_supplement_use,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_347,weight,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_348,wheezing_presence,,mixed,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_349,white_blood_cell_count,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_350,who_grade,,insufficient,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_351,whole_brain_radiation_therapy,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
outer_001_feature_352,zoledronic_acid_dose_frequency,,consistent,Not retained in the final roles after global consolidation and compact-size selection.,
